// Note : ลฐ(ID)ฟอ ณปฟ๋ภบ นตๅฝร ลวภธทฮ ฑธบะตวพ๎พ฿ วีดฯดู.
//
IN_000_000	Sword
IN_366_126	กางเกงมายากลมังกรขาวอย่างดี (Dex)
IN_366_127	ถุงมือมายากลมังกรขาวอย่างดี (Dex)
IN_366_128	รองเท้ามายากลมังกรขาวอย่างดี (Dex)
IN_367_000	 
IN_367_001	Magician Top
IN_367_002	Magician Fine Top
IN_367_003	Magician Woven Top
IN_367_004	Magician Fine Woven Top
IN_367_005	Magician Luxury Woven Top
IN_367_006	Magician Leather Top
IN_367_007	Magician Fine Leather Top
IN_367_008	Magician Luxury Leather Top
IN_367_009	Magician Steel Top
IN_367_010	Magician Fine Steel Top
IN_367_011	Magician Luxury Steel Top
IN_367_012	Magician Stony Top
IN_367_013	Magician Fine Stony Top
IN_367_014	Magician Luxury Stony Top
IN_367_015	Magician Osteal Top
IN_367_016	Magician Fine Osteal Top
IN_367_017	Magician Luxury Osteal Top
IN_367_018	Magician Lunar Top
IN_367_019	Magician Pants
IN_367_020	Magician Fine Pants
IN_367_021	Magician Woven Pants
IN_367_022	Magician Fine Woven Pants
IN_367_023	Magician Luxury Woven Pants
IN_367_024	Magician Leather Pants
IN_367_025	Magician Fine Leather Pants
IN_367_026	Magician Luxury Leather Pants
IN_367_027	Magician Steel Pants
IN_367_028	Magician Fine Steel Pants
IN_367_029	Magician Luxury Steel Pants
IN_367_030	Magician Stony Pants
IN_367_031	Magician Fine Stony Pants
IN_367_032	Magician Luxury Stony Pants
IN_367_033	Magician Osteal Pants
IN_367_034	Magician Fine Osteal Pants
IN_367_035	Magician Luxury Osteal Pants
IN_367_036	Magician Lunar Pants
IN_367_037	Magician Fine Lunar Top
IN_367_038	Magician Fine Lunar Pants
IN_368_000	 
IN_368_001	Magician Gloves
IN_368_002	Magician Fine Gloves
IN_368_003	Magician Woven Gloves
IN_368_004	Magician Fine Woven Gloves
IN_368_005	Magician Luxury Woven Gloves
IN_368_006	Magician Leather Gloves
IN_368_007	Magician Fine Leather Gloves
IN_368_008	Magician Luxury Leather Gloves
IN_368_009	Magician Steel Gloves
IN_368_010	Magician Fine Steel Gloves
IN_368_011	Magician Luxury Steel Gloves
IN_368_012	Magician Stony Gloves
IN_368_013	Magician Fine Stony Gloves
IN_368_014	Magician Luxury Stony Gloves
IN_368_015	Magician Osteal Gloves
IN_368_016	Magician Fine Osteal Gloves
IN_368_017	Magician Luxury Osteal Gloves
IN_368_018	Magician Lunar Gloves
IN_368_019	Magician Fine Lunar Gloves
IN_369_000	 
IN_369_001	Magician Shoes
IN_369_002	Magician Fine Shoes
IN_369_003	Magician Woven Shoes
IN_369_004	Magician Fine Woven Shoes
IN_369_005	Magician Luxury Woven Shoes
IN_369_006	Magician Leather Shoes
IN_369_007	Magician Fine Leather Shoes
IN_369_008	Magician Luxury Leather Shoes
IN_369_009	Magician Steel Shoes
IN_369_010	Magician Fine Steel Shoes
IN_369_011	Magician Luxury Steel Shoes
IN_369_012	Magician Stony Shoes
IN_369_013	Magician Fine Stony Shoes
IN_369_014	Magician Luxury Stony Shoes
IN_369_015	Magician Osteal Shoes
IN_369_016	Magician Fine Osteal Shoes
IN_369_017	Magician Luxury Osteal Shoes
IN_369_018	Magician Lunar Shoes
IN_369_019	Magician Fine Lunar Shoes
IN_370_000	 
IN_370_001	Magician Top [A] (Eva+)
IN_370_002	Magician Fine Top [A] (Eva+)
IN_370_003	Magician Woven Top [A] (Eva+)
IN_370_004	Magician Fine Woven Top [A] (Eva+)
IN_370_005	Magician Luxury Woven Top [A] (Eva+)
IN_370_006	Magician Leather Top [A] (Eva+)
IN_370_007	Magician Fine Leather Top [A] (Eva+)
IN_370_008	Magician Luxury Leather Top [A] (Eva+)
IN_370_009	Magician Steel Top [A] (Eva+)
IN_370_010	Magician Fine Steel Top [A] (Eva+)
IN_370_011	Magician Luxury Steel Top [A] (Eva+)
IN_370_012	Magician Stony Top [A] (Eva+)
IN_370_013	Magician Fine Stony Top [A] (Eva+)
IN_370_014	Magician Luxury Stony Top [A] (Eva+)
IN_370_015	Magician Osteal Top [A] (Eva+)
IN_370_016	Magician Fine Osteal Top [A] (Eva+)
IN_370_017	Magician Luxury Osteal Top [A] (Eva+)
IN_370_018	Magician Lunar Top [A] (Eva+)
IN_370_019	Magician Pants [A] (Eva+)
IN_370_020	Magician Fine Pants [A] (Eva+)
IN_370_021	Magician Woven Pants [A] (Eva+)
IN_370_022	Magician Fine Woven Pants [A] (Eva+)
IN_370_023	Magician Luxury Woven Pants [A] (Eva+)
IN_370_024	Magician Leather Pants [A] (Eva+)
IN_370_025	Magician Fine Leather Pants [A] (Eva+)
IN_370_026	Magician Luxury Leather Pants [A] (Eva+)
IN_370_027	Magician Steel Pants [A] (Eva+)
IN_370_028	Magician Fine Steel Pants [A] (Eva+)
IN_370_029	Magician Luxury Steel Pants [A] (Eva+)
IN_370_030	Magician Stony Pants [A] (Eva+)
IN_370_031	Magician Fine Stony Pants [A] (Eva+)
IN_370_032	Magician Luxury Stony Pants [A] (Eva+)
IN_370_033	Magician Osteal Pants [A] (Eva+)
IN_370_034	Magician Fine Osteal Pants [A] (Eva+)
IN_370_035	Magician Luxury Osteal Pants [A] (Eva+)
IN_370_036	Magician Lunar Pants [A] (Eva+)
IN_370_037	Magician Top [A] (Dex+)
IN_370_038	Magician Fine Top [A] (Dex+)
IN_370_039	Magician Woven Top [A] (Dex+)
IN_370_040	Magician Fine Woven Top [A] (Dex+)
IN_370_041	Magician Luxury Woven Top [A] (Dex+)
IN_370_042	Magician Leather Top [A] (Dex+)
IN_370_043	Magician Fine Leather Top [A] (Dex+)
IN_370_044	Magician Luxury Leather Top [A] (Dex+)
IN_370_045	A Lvl Mil.Magician Top
IN_370_046	Magician Steel Top [A] (Dex+)
IN_370_047	Magician Fine Steel Top [A] (Dex+)
IN_370_048	Magician Luxury Steel Top [A] (Dex+)
IN_370_049	Magician Stony Top [A] (Dex+)
IN_370_050	Magician Fine Stony Top [A] (Dex+)
IN_370_051	Magician Luxury Stony Top [A] (Dex+)
IN_370_052	Magician Osteal Top [A] (Dex+)
IN_370_053	Magician Fine Osteal Top [A] (Dex+)
IN_370_054	Magician Luxury Osteal Top [A] (Dex+)
IN_370_055	Magician Lunar Top [A] (Dex+)
IN_370_056	Magician Pants [A] (Dex+)
IN_370_057	Magician Fine Pants [A] (Dex+)
IN_370_058	Magician Woven Pants [A] (Dex+)
IN_370_059	Magician Fine Woven Pants [A] (Dex+)
IN_370_060	Magician Luxury Woven Pants [A] (Dex+)
IN_370_061	Magician Leather Pants [A] (Dex+)
IN_370_062	Magician Fine Leather Pants [A] (Dex+)
IN_370_063	Magician Luxury Leather Pants [A] (Dex+)
IN_370_064	A Lvl Mil.Magician Pants
IN_370_065	Magician Steel Pants [A] (Dex+)
IN_370_066	Magician Fine Steel Pants [A] (Dex+)
IN_370_067	Magician Luxury Steel Pants [A] (Dex+)
IN_370_068	Magician Stony Pants [A] (Dex+)
IN_370_069	Magician Fine Stony Pants [A] (Dex+)
IN_370_070	Magician Luxury Stony Pants [A] (Dex+)
IN_370_071	Magician Osteal Pants [A] (Dex+)
IN_370_072	Magician Fine Osteal Pants [A] (Dex+)
IN_370_073	Magician Luxury Osteal Pants [A] (Dex+)
IN_370_074	Magician Lunar Pants [A] (Dex+)
IN_370_075	Magician Fine Lunar Top [A] (Eva+)
IN_370_076	Magician Fine Lunar Pants [A] (Eva+)
IN_370_077	Magician Fine Lunar Top [A] (Dex+)
IN_370_078	Magician Fine Lunar Pants [A] (Dex+)
IN_371_000	 
IN_371_001	Magician Gloves [A] (Eva+)
IN_371_002	Magician Fine Gloves [A] (Eva+)
IN_371_003	Magician Woven Gloves [A] (Eva+)
IN_371_004	Magician Fine Woven Gloves [A] (Eva+)
IN_371_005	Magician Luxury Woven Gloves [A] (Eva+)
IN_371_006	Magician Leather Gloves [A] (Eva+)
IN_371_007	Magician Fine Leather Gloves [A] (Eva+)
IN_371_008	Magician Luxury Leather Gloves [A] (Eva+)
IN_371_009	A Lvl Mil.Magician Gloves (Eva+)
IN_371_010	Magician Fine Steel Gloves [A] (Eva+)
IN_371_011	Magician Luxury Steel Gloves [A] (Eva+)
IN_371_012	Magician Stony Gloves [A] (Eva+)
IN_371_013	Magician Fine Stony Gloves [A] (Eva+)
IN_371_014	Magician Luxury Stony Gloves [A] (Eva+)
IN_371_015	Magician Osteal Gloves [A] (Eva+)
IN_371_016	Magician Fine Osteal Gloves [A] (Eva+)
IN_371_017	Magician Luxury Osteal Gloves [A] (Eva+)
IN_371_018	Magician Lunar Gloves [A] (Eva+)
IN_371_019	Magician Gloves [A] (Dex+)
IN_371_020	Magician Fine Gloves [A] (Dex+)
IN_371_021	Magician Woven Gloves [A] (Dex+)
IN_371_022	Magician Fine Woven Gloves [A] (Dex+)
IN_371_023	Magician Luxury Woven Gloves [A] (Dex+)
IN_371_024	Magician Leather Gloves [A] (Dex+)
IN_371_025	Magician Fine Leather Gloves [A] (Dex+)
IN_371_026	Magician Luxury Leather Gloves [A] (Dex+)
IN_371_027	A Lvl Mil.Magician Gloves
IN_371_028	Magician Steel Gloves [A] (Dex+)
IN_371_029	Magician Fine Steel Gloves [A] (Dex+)
IN_371_030	Magician Luxury Steel Gloves [A] (Dex+)
IN_371_031	Magician Stony Gloves [A] (Dex+)
IN_371_032	Magician Fine Stony Gloves [A] (Dex+)
IN_371_033	Magician Luxury Stony Gloves [A] (Dex+)
IN_371_034	Magician Osteal Gloves [A] (Dex+)
IN_371_035	Magician Fine Osteal Gloves [A] (Dex+)
IN_371_036	Magician Luxury Osteal Gloves [A] (Dex+)
IN_371_037	Magician Lunar Gloves [A] (Dex+)
IN_371_038	Magician Fine Lunar Gloves [A] (Eva+)
IN_371_039	Magician Fine Lunar Gloves [A] (Dex+)
IN_372_000	 
IN_372_001	Magician Shoes [A] (Eva+)
IN_372_002	Magician Fine Shoes [A] (Eva+)
IN_372_003	Magician Woven Shoes [A] (Eva+)
IN_372_004	Magician Fine Woven Shoes [A] (Eva+)
IN_372_005	Magician Luxury Woven Shoes [A] (Eva+)
IN_372_006	Magician Leather Shoes [A] (Eva+)
IN_372_007	Magician Fine Leather Shoes [A] (Eva+)
IN_372_008	Magician Luxury Leather Shoes [A] (Eva+)
IN_372_009	A Lvl Mil.Magician Shoes (Eva+)
IN_372_010	Magician Fine Steel Shoes [A] (Eva+)
IN_372_011	Magician Fine Steel Shoes [A] (Eva+)
IN_372_012	Magician Stony Shoes [A] (Eva+)
IN_372_013	Magician Fine Stony Shoes [A] (Eva+)
IN_372_014	Magician Luxury Stony Shoes [A] (Eva+)
IN_372_015	Magician Osteal Shoes [A] (Eva+)
IN_372_016	Magician Fine Osteal Shoes [A] (Eva+)
IN_372_017	Magician Luxury Osteal Shoes [A] (Eva+)
IN_372_018	Magician Lunar Shoes [A] (Eva+)
IN_372_019	Magician Shoes [A] (Dex+)
IN_372_020	Magician Fine Shoes [A] (Dex+)
IN_372_021	Magician Woven Shoes [A] (Dex+)
IN_372_022	Magician Fine Woven Shoes [A] (Dex+)
IN_372_023	Magician Luxury Woven Shoes [A] (Dex+)
IN_372_024	Magician Leather Shoes [A] (Dex+)
IN_372_025	Magician Fine Leather Shoes [A] (Dex+)
IN_372_026	Magician Luxury Leather Shoes [A] (Dex+)
IN_372_027	A Lvl Mil.Magician Shoes
IN_372_028	Magician Steel Shoes [A] (Dex+)
IN_372_029	Magician Fine Steel Shoes [A] (Dex+)
IN_372_030	Magician Luxury Steel Shoes [A] (Dex+)
IN_372_031	Magician Stony Shoes [A] (Dex+)
IN_372_032	Magician Fine Stony Shoes [A] (Dex+)
IN_372_033	Magician Luxury Stony Shoes [A] (Dex+)
IN_372_034	Magician Osteal Shoes [A] (Dex+)
IN_372_035	Magician Fine Osteal Shoes [A] (Dex+)
IN_372_036	Magician Luxury Osteal Shoes [A] (Dex+)
IN_372_037	Magician Lunar Shoes [A] (Dex+)
IN_372_038	Magician Fine Lunar Shoes [A] (Eva+)
IN_372_039	Magician Fine Lunar Shoes [A] (Dex+)
IN_373_000	 
IN_373_001	Magician Lunar Hat
IN_373_002	Magician Woven Hat
IN_373_003	Magician Leather Hat
IN_373_004	A Lvl Mil.Magician Hat
IN_373_005	Magician Stony Hat
IN_373_006	Magician Osteal Hat
IN_373_007	Magician Lunar Hat
IN_373_008	หมวกมายากลมังกรขาว
IN_373_009	A Lvl Mil.Magician Hat [R]
IN_373_010	Magician Stony Hat [R]
IN_373_011	Magician Osteal Hat [R]
IN_373_012	หมวกมายากลต้องห้าม
IN_373_013	Magician Lunar Top Hat [R]
IN_373_014	Magician Fine Lunar Hat [R]
IN_373_015	หมวกมายากลสายฟ้า
IN_373_016	หมวกมายากลมังกรขาว [R]
IN_374_000	 
IN_374_001	กระป๋องดีบุก (N)
IN_374_002	กระป๋องดีบุก
IN_374_003	Rice Cooker
IN_374_004	Picnic Cube
IN_374_005	Leather Cube
IN_374_006	Plain Cube
IN_374_007	Drawer Cube
IN_374_008	Stone Cube
IN_374_009	Antique Cube
IN_374_010	Patterned Cube
IN_374_011	Solar Ornament Cube
IN_374_012	Sphere Ornament Cube
IN_374_013	Blue Ivy Cube
IN_374_014	Doom Cube
IN_374_015	Majestic Cube
IN_374_016	Fetter Cube
IN_374_017	Royal Cross Cube
IN_374_018	Mystical Cube
IN_374_019	Grief Cube
IN_375_000	 
IN_375_001	Training Whip(N)
IN_375_002	Training Whip
IN_375_003	Leather Whip
IN_375_004	Thorn Whip
IN_375_005	Vine Whip
IN_375_006	Metallic Whip
IN_375_007	Pendular Whip
IN_375_008	Bullet Whip
IN_375_009	Anchor Whip
IN_375_010	Gaff Whip
IN_375_011	Gargoyle Whip
IN_375_012	Flesh Ripper Whip
IN_375_013	Titanium Whip
IN_375_014	Blade Whip
IN_375_015	Totemic Whip
IN_375_016	Razor-Sharp Whip
IN_375_017	Phantom Whip
IN_375_018	Dark Lord Whip
IN_375_019	Tiger Claw Whip
IN_376_000	 
IN_376_001	Training Magic Wand(N)
IN_376_002	Training Magic Wand
IN_376_003	Leather Magic Wand
IN_376_004	Carved Magic Wand
IN_376_005	Tree Branch Magic Wand
IN_376_006	Iron Magic Wand
IN_376_007	Pendular Magic Wand
IN_376_008	Ferocious Magic Wand
IN_376_009	Tower Magic Wand
IN_376_010	Spearhead Magic Wand
IN_376_011	Grand Magic Wand
IN_376_012	Forged Magic Wand
IN_376_013	Emerald Magic Wand
IN_376_014	Blade Magic Wand
IN_376_015	Totemic Magic Wand
IN_376_016	Ruby Magic Wand
IN_376_017	Phantom Magic Wand
IN_376_018	Dark Lord Magic Wand
IN_376_019	Tiger Claw Magic Wand
IN_377_000	 
IN_377_001	Picnic Cube (อัพเดท)
IN_377_002	Picnic Cube (ไฟ)
IN_377_003	Leather Cube (อัพเดท)
IN_377_004	Leather Cube (ไฟ)
IN_377_005	Leather Cube (ไฟฟ้า)
IN_377_006	Plain Cube (อัพเดท)
IN_377_007	Plain Cube (ไฟ)
IN_377_008	Plain Cube (ไฟฟ้า)
IN_377_009	Drawer Cube (อัพเดท)
IN_377_010	Drawer Cube (ไฟ)
IN_377_011	Drawer Cube (ไฟฟ้า)
IN_377_012	Drawer Cube (น้ำแข็ง)
IN_377_013	Stone Cube (อัพเดท)
IN_377_014	Stone Cube (ไฟ)
IN_377_015	Stone Cube (ไฟฟ้า)
IN_377_016	Stone Cube (น้ำแข็ง)
IN_377_017	Antique Cube (อัพเดท)
IN_377_018	Antique Cube (ไฟ)
IN_377_019	Antique Cube (ไฟฟ้า)
IN_377_020	Antique Cube (น้ำแข็ง)
IN_377_021	Patterned Cube (อัพเดท)
IN_377_022	Patterned Cube (ไฟ)
IN_377_023	Patterned Cube (ไฟฟ้า)
IN_377_024	Patterned Cube (น้ำแข็ง)
IN_377_025	Solar Ornament Cube (อัพเดท)
IN_377_026	Solar Ornament Cube (ไฟ)
IN_377_027	Solar Ornament Cube (ไฟฟ้า)
IN_377_028	Solar Ornament Cube (น้ำแข็ง)
IN_377_029	Solar Ornament Cube (พิษ)
IN_377_030	Solar Ornament Cube (ไฟรุนแรง)
IN_377_031	Solar Ornament Cube (ไฟฟ้ารุนแรง)
IN_377_032	Solar Ornament Cube (น้ำแข็งรุนแรง)
IN_377_033	Solar Ornament Cube (พิษรุนแรง)
IN_377_034	Sphere Ornament Cube (อัพเดท)
IN_377_035	Sphere Ornament Cube (ไฟ)
IN_377_036	Sphere Ornament Cube (ไฟฟ้า)
IN_377_037	Sphere Ornament Cube (น้ำแข็ง)
IN_377_038	Sphere Ornament Cube (พิษ)
IN_377_039	Sphere Ornament Cube (ไฟรุนแรง)
IN_377_040	Sphere Ornament Cube (ไฟฟ้ารุนแรง)
IN_377_041	Sphere Ornament Cube (น้ำแข็งรุนแรง)
IN_377_042	Sphere Ornament Cube (พิษรุนแรง)
IN_377_043	Blue Ivy Cube (อัพเดท)
IN_377_044	Blue Ivy Cube (ไฟ)
IN_377_045	Blue Ivy Cube (ไฟฟ้า)
IN_377_046	Blue Ivy Cube (น้ำแข็ง)
IN_377_047	Blue Ivy Cube (พิษ)
IN_377_048	Blue Ivy Cube (ไฟรุนแรง)
IN_377_049	Blue Ivy Cube (ไฟฟ้ารุนแรง)
IN_377_050	Blue Ivy Cube (น้ำแข็งรุนแรง)
IN_377_051	Blue Ivy Cube (พิษรุนแรง)
IN_377_052	Doom Cube (อัพเดท)
IN_377_053	Doom Cube (ไฟ)
IN_377_054	Doom Cube (ไฟฟ้า)
IN_377_055	Doom Cube (น้ำแข็ง)
IN_377_056	Doom Cube (พิษ)
IN_377_057	Doom Cube (ไฟรุนแรง)
IN_377_058	Doom Cube (ไฟฟ้ารุนแรง)
IN_377_059	Doom Cube (น้ำแข็งรุนแรง)
IN_377_060	Doom Cube (พิษรุนแรง)
IN_377_061	Majestic Cube (อัพเดท)
IN_377_062	Majestic Cube (ไฟ)
IN_377_063	Majestic Cube (ไฟฟ้า)
IN_377_064	Majestic Cube (น้ำแข็ง)
IN_377_065	Majestic Cube (พิษ)
IN_377_066	Majestic Cube (ไฟรุนแรง)
IN_377_067	Majestic Cube (ไฟฟ้ารุนแรง)
IN_377_068	Majestic Cube (น้ำแข็งรุนแรง)
IN_377_069	Majestic Cube (พิษรุนแรง)
IN_377_070	Fetter Cube (อัพเดท)
IN_377_071	Fetter Cube (ไฟ)
IN_377_072	Fetter Cube (ไฟฟ้า)
IN_377_073	Fetter Cube (น้ำแข็ง)
IN_377_074	Fetter Cube (พิษ)
IN_377_075	Fetter Cube (หิน)
IN_377_076	Fetter Cube (ไฟรุนแรง)
IN_377_077	Fetter Cube (ไฟฟ้ารุนแรง)
IN_377_078	Fetter Cube (น้ำแข็งรุนแรง)
IN_377_079	Fetter Cube (พิษรุนแรง)
IN_377_080	Fetter Cube (หินรุนแรง)
IN_377_081	Royal Cross Cube (อัพเดท)
IN_377_082	Royal Cross Cube (ไฟ)
IN_377_083	Royal Cross Cube (ไฟฟ้า)
IN_377_084	Royal Cross Cube (น้ำแข็ง)
IN_377_085	Royal Cross Cube (พิษ)
IN_377_086	Royal Cross Cube (หิน)
IN_377_087	Royal Cross Cube (ไฟรุนแรง)
IN_377_088	Royal Cross Cube (ไฟฟ้ารุนแรง)
IN_377_089	Royal Cross Cube (น้ำแข็งรุนแรง)
IN_377_090	Royal Cross Cube (พิษรุนแรง)
IN_377_091	Royal Cross Cube (หินรุนแรง)
IN_377_092	Mystical Cube (อัพเดท)
IN_377_093	Mystical Cube (ไฟ)
IN_377_094	Mystical Cube (ไฟฟ้า)
IN_377_095	Mystical Cube (น้ำแข็ง)
IN_377_096	Mystical Cube (พิษ)
IN_377_097	Mystical Cube (หิน)
IN_377_098	Mystical Cube (ไฟรุนแรง)
IN_377_099	Mystical Cube (ไฟฟ้ารุนแรง)
IN_377_100	Mystical Cube (น้ำแข็งรุนแรง)
IN_377_101	Mystical Cube (พิษรุนแรง)
IN_377_102	Mystical Cube (หินรุนแรง)
IN_377_103	Grief Cube (อัพเดท)
IN_377_104	Grief Cube (ไฟ)
IN_377_105	Grief Cube (ไฟฟ้า)
IN_377_106	Grief Cube (น้ำแข็ง)
IN_377_107	Grief Cube (พิษ)
IN_377_108	Grief Cube (หิน)
IN_377_109	Grief Cube (ไฟรุนแรง)
IN_377_110	Grief Cube (ไฟฟ้ารุนแรง)
IN_377_111	Grief Cube (น้ำแข็งรุนแรง)
IN_377_112	Grief Cube (พิษรุนแรง)
IN_377_113	Grief Cube (หินรุนแรง)
IN_378_000	 
IN_378_001	Thorn Whip (อัพเดท)
IN_378_002	Thorn Whip (ไฟ)
IN_378_003	Vine Whip (อัพเดท)
IN_378_004	Vine Whip (ไฟ)
IN_378_005	Vine Whip (ไฟฟ้า)
IN_378_006	Metallic Whip (อัพเดท)
IN_378_007	Metallic Whip (ไฟ)
IN_378_008	Metallic Whip (ไฟฟ้า)
IN_378_009	Pendular Whip (อัพเดท)
IN_378_010	Pendular Whip (ไฟ)
IN_378_011	Pendular Whip (ไฟฟ้า)
IN_378_012	Pendular Whip (น้ำแข็ง)
IN_378_013	Bullet Whip (อัพเดท)
IN_378_014	Bullet Whip (ไฟ)
IN_378_015	Bullet Whip (ไฟฟ้า)
IN_378_016	Bullet Whip (น้ำแข็ง)
IN_378_017	Anchor Whip (อัพเดท)
IN_378_018	Anchor Whip (ไฟ)
IN_378_019	Anchor Whip (ไฟฟ้า)
IN_378_020	Anchor Whip (น้ำแข็ง)
IN_378_021	Gaff Whip (อัพเดท)
IN_378_022	Gaff Whip (ไฟ)
IN_378_023	Gaff Whip (ไฟฟ้า)
IN_378_024	Gaff Whip (น้ำแข็ง)
IN_378_025	Gargoyle Whip (อัพเดท)
IN_378_026	Gargoyle Whip (ไฟ)
IN_378_027	Gargoyle Whip (ไฟฟ้า)
IN_378_028	Gargoyle Whip (น้ำแข็ง)
IN_378_029	Gargoyle Whip (พิษ)
IN_378_030	Gargoyle Whip (ไฟรุนแรง)
IN_378_031	Gargoyle Whip (ไฟฟ้ารุนแรง)
IN_378_032	Gargoyle Whip (น้ำแข็งรุนแรง)
IN_378_033	Gargoyle Whip (พิษรุนแรง)
IN_378_034	Flesh Ripper Whip (อัพเดท)
IN_378_035	Flesh Ripper Whip (ไฟ)
IN_378_036	Flesh Ripper Whip (ไฟฟ้า)
IN_378_037	Flesh Ripper Whip (น้ำแข็ง)
IN_378_038	Flesh Ripper Whip (พิษ)
IN_378_039	Flesh Ripper Whip (ไฟรุนแรง)
IN_378_040	Flesh Ripper Whip (ไฟฟ้ารุนแรง)
IN_378_041	Flesh Ripper Whip (น้ำแข็งรุนแรง)
IN_378_042	Flesh Ripper Whip (พิษรุนแรง)
IN_378_043	Titanium Whip (อัพเดท)
IN_378_044	Titanium Whip (ไฟ)
IN_378_045	Titanium Whip (ไฟฟ้า)
IN_378_046	Titanium Whip (น้ำแข็ง)
IN_378_047	Titanium Whip (พิษ)
IN_378_048	Titanium Whip (ไฟรุนแรง)
IN_378_049	Titanium Whip (ไฟฟ้ารุนแรง)
IN_378_050	Titanium Whip (น้ำแข็งรุนแรง)
IN_378_051	Titanium Whip (พิษรุนแรง)
IN_378_052	Blade Whip (อัพเดท)
IN_378_053	Blade Whip (ไฟ)
IN_378_054	Blade Whip (ไฟฟ้า)
IN_378_055	Blade Whip (น้ำแข็ง)
IN_378_056	Blade Whip (พิษ)
IN_378_057	Blade Whip (ไฟรุนแรง)
IN_378_058	Blade Whip (ไฟฟ้ารุนแรง)
IN_378_059	Blade Whip (น้ำแข็งรุนแรง)
IN_378_060	Blade Whip (พิษรุนแรง)
IN_378_061	Totemic Whip (อัพเดท)
IN_378_062	Totemic Whip (ไฟ)
IN_378_063	Totemic Whip (ไฟฟ้า)
IN_378_064	Totemic Whip (น้ำแข็ง)
IN_378_065	Totemic Whip (พิษ)
IN_378_066	Totemic Whip (ไฟรุนแรง)
IN_378_067	Totemic Whip (ไฟฟ้ารุนแรง)
IN_378_068	Totemic Whip (น้ำแข็งรุนแรง)
IN_378_069	Totemic Whip (พิษรุนแรง)
IN_378_070	Razor-Sharp Whip (อัพเดท)
IN_378_071	Razor-Sharp Whip (ไฟ)
IN_378_072	Razor-Sharp Whip (ไฟฟ้า)
IN_378_073	Razor-Sharp Whip (น้ำแข็ง)
IN_378_074	Razor-Sharp Whip (พิษ)
IN_378_075	Razor-Sharp Whip (หิน)
IN_378_076	Razor-Sharp Whip (ไฟรุนแรง)
IN_378_077	Razor-Sharp Whip (ไฟฟ้ารุนแรง)
IN_378_078	Razor-Sharp Whip (น้ำแข็งรุนแรง)
IN_378_079	Razor-Sharp Whip (พิษรุนแรง)
IN_378_080	Razor-Sharp Whip (หินรุนแรง)
IN_378_081	Phantom Whip (อัพเดท)
IN_378_082	Phantom Whip (ไฟ)
IN_378_083	Phantom Whip (ไฟฟ้า)
IN_378_084	Phantom Whip (น้ำแข็ง)
IN_378_085	Phantom Whip (พิษ)
IN_378_086	Phantom Whip (หิน)
IN_378_087	Phantom Whip (ไฟรุนแรง)
IN_378_088	Phantom Whip (ไฟฟ้ารุนแรง)
IN_378_089	Phantom Whip (น้ำแข็งรุนแรง)
IN_378_090	Phantom Whip (พิษรุนแรง)
IN_378_091	Phantom Whip (หินรุนแรง)
IN_378_092	Dark Lord Whip (อัพเดท)
IN_378_093	Dark Lord Whip (ไฟ)
IN_378_094	Dark Lord Whip (ไฟฟ้า)
IN_378_095	Dark Lord Whip (น้ำแข็ง)
IN_378_096	Dark Lord Whip (พิษ)
IN_378_097	Dark Lord Whip (หิน)
IN_378_098	Dark Lord Whip (ไฟรุนแรง)
IN_378_099	Dark Lord Whip (ไฟฟ้ารุนแรง)
IN_378_100	Dark Lord Whip (น้ำแข็งรุนแรง)
IN_378_101	Dark Lord Whip (พิษรุนแรง)
IN_378_102	Dark Lord Whip (หินรุนแรง)
IN_378_103	Tiger Claw Whip (อัพเดท)
IN_378_104	Tiger Claw Whip (ไฟ)
IN_378_105	Tiger Claw Whip (ไฟฟ้า)
IN_378_106	Tiger Claw Whip (น้ำแข็ง)
IN_378_107	Tiger Claw Whip (พิษ)
IN_378_108	Tiger Claw Whip (หิน)
IN_378_109	Tiger Claw Whip (ไฟรุนแรง)
IN_378_110	Tiger Claw Whip (ไฟฟ้ารุนแรง)
IN_378_111	Tiger Claw Whip (น้ำแข็งรุนแรง)
IN_378_112	Tiger Claw Whip (พิษรุนแรง)
IN_378_113	Tiger Claw Whip (หินรุนแรง)
IN_379_000	 
IN_379_001	Carved Magic Wand (อัพเดท)
IN_379_002	Carved Magic Wand (ไฟ)
IN_379_003	Tree Branch Magic Wand (อัพเดท)
IN_379_004	Tree Branch Magic Wand (ไฟ)
IN_379_005	Tree Branch Magic Wand (ไฟฟ้า)
IN_379_006	Iron Magic Wand (อัพเดท)
IN_379_007	Iron Magic Wand (ไฟ)
IN_379_008	Iron Magic Wand (ไฟฟ้า)
IN_379_009	Pendular Magic Wand (อัพเดท)
IN_379_010	Pendular Magic Wand (ไฟ)
IN_379_011	Pendular Magic Wand (ไฟฟ้า)
IN_379_012	Pendular Magic Wand (น้ำแข็ง)
IN_379_013	Ferocious Magic Wand (อัพเดท)
IN_379_014	Ferocious Magic Wand (ไฟ)
IN_379_015	Ferocious Magic Wand (ไฟฟ้า)
IN_379_016	Ferocious Magic Wand (น้ำแข็ง)
IN_379_017	Tower Magic Wand (อัพเดท)
IN_379_018	Tower Magic Wand (ไฟ)
IN_379_019	Tower Magic Wand (ไฟฟ้า)
IN_379_020	Tower Magic Wand (น้ำแข็ง)
IN_379_021	Spearhead Magic Wand (อัพเดท)
IN_379_022	Spearhead Magic Wand (ไฟ)
